UMTRI_ID,Date,Accident Month          ,Accident Day            ,Accident Year           ,Time Of Day             ,Weather                 ,Total Motor Vehicles    ,Gps X Coordinate        ,Gps Y Coordinate        
859481,June 30th 2013,June,30th,2013,1:00 Am -  2:00 Am,Clear,1 Unit,-83.72992619,42.23728724
857642,July 1st 2013,July,1st,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.77667978,42.28069843
857643,July 1st 2013,July,1st,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.74609916,42.27952511
857644,July 1st 2013,July,1st,2013,4:00 Pm -  5:00 Pm,Rain,2 Units,-83.74420715,42.27616643
857645,July 1st 2013,July,1st,2013,3:00 Pm -  4:00 Pm,Rain,2 Units,-83.74214161,42.2778528
857648,July 1st 2013,July,1st,2013,5:00 Pm -  6:00 Pm,Rain,1 Unit,-83.7392007,42.30187527
857649,July 1st 2013,July,1st,2013,4:00 Pm -  5:00 Pm,Rain,1 Unit,-83.74206271,42.27785223
858681,July 1st 2013,July,1st,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.70049356,42.25772925
858682,July 1st 2013,July,1st,2013,7:00 Am -  8:00 Am,Cloudy,2 Units,-83.78048385,42.28551834
858683,July 1st 2013,July,1st,2013,12:00 Midnight -  1:00 Am,Clear,2 Units,-83.7607008,42.24772789
859594,July 1st 2013,July,1st,2013,2:00 Am -  3:00 Am,Clear,2 Units,-83.73495015,42.27500801
867174,July 1st 2013,July,1st,2013,6:00 Pm -  7:00 Pm,Rain,2 Units,-83.74572064,42.30222527
855489,July 2nd 2013,July,2nd,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.72958037,42.26079504
855495,July 2nd 2013,July,2nd,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.73754884,42.26161213
855499,July 2nd 2013,July,2nd,2013,2:00 Pm -  3:00 Pm,Clear,1 Unit,-83.73442585,42.27502042
856730,July 2nd 2013,July,2nd,2013,9:00 Pm - 10:00 Pm,Clear,8 Units,-83.70248343,42.24103575
856731,July 2nd 2013,July,2nd,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.7810496,42.30113931
856732,July 2nd 2013,July,2nd,2013,3:00 Pm -  4:00 Pm,Cloudy,3 Units,-83.7390677,42.23470894
856735,July 2nd 2013,July,2nd,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.75295478,42.25399705
856736,July 2nd 2013,July,2nd,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.76342628,42.24552434
857638,July 2nd 2013,July,2nd,2013,12:00 Noon -  1:00 Pm,Cloudy,1 Unit,-83.73471213,42.24402887
857639,July 2nd 2013,July,2nd,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.70430963,42.30260815
857640,July 2nd 2013,July,2nd,2013,9:00 Am - 10:00 Am,Clear,1 Unit,-83.77590577,42.27292353
857641,July 2nd 2013,July,2nd,2013,7:00 Am -  8:00 Am,Cloudy,2 Units,-83.70736649,42.30525543
846782,July 3rd 2013,July,3rd,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74171194,42.2849621
846815,July 3rd 2013,July,3rd,2013,12:00 Noon -  1:00 Pm,Clear,4 Units,-83.68191924,42.27450467
850420,July 3rd 2013,July,3rd,2013,5:00 Pm -  6:00 Pm,Clear,3 Units,-83.75022165,42.26920441
855493,July 3rd 2013,July,3rd,2013,4:00 Pm -  5:00 Pm,Clear,3 Units,-83.73748305,42.26798749
855494,July 3rd 2013,July,3rd,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74838317,42.28381833
854457,July 4th 2013,July,4th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.74617597,42.27800547
855492,July 4th 2013,July,4th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.78414296,42.28162991
854456,July 5th 2013,July,5th,2013,7:00 Pm -  8:00 Pm,Clear,1 Unit,-83.76680068,42.28006167
855491,July 5th 2013,July,5th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.76664448,42.28006539
855498,July 5th 2013,July,5th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.75691721,42.25074298
859259,July 5th 2013,July,5th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.78790499,42.28302652
851815,July 6th 2013,July,6th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.74752654,42.27955322
853005,July 6th 2013,July,6th,2013,1:00 Am -  2:00 Am,Clear,2 Units,-83.74857131,42.27945694
854458,July 6th 2013,July,6th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.78044754,42.28408422
855488,July 6th 2013,July,6th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.71098765,42.25932039
855496,July 6th 2013,July,6th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74618034,42.27791863
864086,July 6th 2013,July,6th,2013,5:00 Pm -  6:00 Pm,Rain,1 Unit,-83.73719472,42.23694822
864087,July 6th 2013,July,6th,2013,7:00 Am -  8:00 Am,Clear,1 Unit,-83.74535792,42.30277415
853004,July 7th 2013,July,7th,2013,5:00 Pm -  6:00 Pm,Clear,3 Units,-83.75025358,42.26856644
853712,July 7th 2013,July,7th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73814557,42.26421635
853713,July 7th 2013,July,7th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.73836447,42.28979552
853714,July 7th 2013,July,7th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.71209175,42.3021015
853715,July 7th 2013,July,7th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.74992558,42.27800662
855212,July 7th 2013,July,7th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.74698326,42.29915683
864076,July 7th 2013,July,7th,2013,3:00 Pm -  4:00 Pm,Cloudy,1 Unit,-83.68293115,42.25250555
843628,July 8th 2013,July,8th,2013,8:00 Am -  9:00 Am,Cloudy,1 Unit,-83.77115015,42.3120007
844497,July 8th 2013,July,8th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.75845893,42.28174727
849477,July 8th 2013,July,8th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.72974289,42.24440159
850418,July 8th 2013,July,8th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.77979411,42.28052101
850419,July 8th 2013,July,8th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73436495,42.26514215
851804,July 8th 2013,July,8th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.72554279,42.22967906
851812,July 8th 2013,July,8th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.69497855,42.25656259
851813,July 8th 2013,July,8th,2013,10:00 Am - 11:00 Am,Clear,1 Unit,-83.70313072,42.25823439
851814,July 8th 2013,July,8th,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.77394125,42.27040912
853006,July 8th 2013,July,8th,2013,7:00 Pm -  8:00 Pm,Cloudy,2 Units,-83.76597208,42.28206106
846781,July 9th 2013,July,9th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.71963254,42.26582842
846813,July 9th 2013,July,9th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.73906599,42.23442183
846818,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.70081609,42.25779103
846819,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.73344776,42.27742668
848645,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.73937309,42.24835705
850417,July 9th 2013,July,9th,2013,10:00 Am - 11:00 Am,Cloudy,2 Units,-83.70305848,42.3069705
851799,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.77969084,42.27858328
851807,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.74832463,42.28476985
851808,July 9th 2013,July,9th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.73727255,42.29019878
851809,July 9th 2013,July,9th,2013,1:00 Pm -  2:00 Pm,Clear,1 Unit,-83.71955343,42.22979856
851810,July 9th 2013,July,9th,2013,6:00 Am -  7:00 Am,Cloudy,2 Units,-83.73914153,42.23745956
851811,July 9th 2013,July,9th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.71813861,42.25299521
853184,July 9th 2013,July,9th,2013,6:00 Pm -  7:00 Pm,Rain,2 Units,-83.71000901,42.29399954
864079,July 9th 2013,July,9th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.73838295,42.23712079
817925,July 10th 2013,July,10th,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.73903721,42.23584036
850416,July 10th 2013,July,10th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.70336058,42.2878185
851788,July 10th 2013,July,10th,2013,3:00 Am -  4:00 Am,Clear,2 Units,-83.69969303,42.23034943
851801,July 10th 2013,July,10th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.70018634,42.24508136
851803,July 10th 2013,July,10th,2013,1:00 Am -  2:00 Am,Cloudy,1 Unit,-83.74165685,42.28654624
842671,July 11th 2013,July,11th,2013,6:00 Am -  7:00 Am,Clear,2 Units,-83.73561613,42.2831622
846812,July 11th 2013,July,11th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.73922707,42.24338017
848644,July 11th 2013,July,11th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73923552,42.24371626
851798,July 11th 2013,July,11th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.74356555,42.2437019
851800,July 11th 2013,July,11th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.7513367,42.25502192
851802,July 11th 2013,July,11th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74087033,42.2802862
862321,July 11th 2013,July,11th,2013,4:00 Pm -  5:00 Pm,Clear,3 Units,-83.71043239,42.23690344
848643,July 12th 2013,July,12th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.76052756,42.24786598
850412,July 12th 2013,July,12th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.74458215,42.27945618
850413,July 12th 2013,July,12th,2013,4:00 Pm -  5:00 Pm,Clear,1 Unit,-83.69142606,42.25912088
850414,July 12th 2013,July,12th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.74968811,42.28145948
850415,July 12th 2013,July,12th,2013,9:00 Am - 10:00 Am,Clear,1 Unit,-83.74865005,42.277968
850421,July 12th 2013,July,12th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74699201,42.28542983
850422,July 12th 2013,July,12th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.74719697,42.28904484
850423,July 12th 2013,July,12th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.75828189,42.26837926
850424,July 12th 2013,July,12th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73913887,42.23696982
850425,July 12th 2013,July,12th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.75487666,42.27867931
844496,July 13th 2013,July,13th,2013,12:00 Midnight -  1:00 Am,Clear,2 Units,-83.76333778,42.24558938
846780,July 13th 2013,July,13th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.69572427,42.25673269
847919,July 13th 2013,July,13th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.70628534,42.23017596
847920,July 13th 2013,July,13th,2013,5:00 Pm -  6:00 Pm,Clear,3 Units,-83.70628534,42.23017596
848646,July 13th 2013,July,13th,2013,2:00 Am -  3:00 Am,Clear,2 Units,-83.74039065,42.26763125
848647,July 13th 2013,July,13th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.76335253,42.24557854
853174,July 13th 2013,July,13th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73256781,42.28644887
859268,July 13th 2013,July,13th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.76075103,42.2984276
843627,July 14th 2013,July,14th,2013,3:00 Pm -  4:00 Pm,Clear,3 Units,-83.75075499,42.26419325
846779,July 14th 2013,July,14th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.74838244,42.28367261
847921,July 14th 2013,July,14th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.78004918,42.27347945
847922,July 14th 2013,July,14th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.69988847,42.23034485
859269,July 14th 2013,July,14th,2013,6:00 Pm -  7:00 Pm,Clear,4 Units,-83.74651249,42.30111385
841831,July 15th 2013,July,15th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.73862644,42.22944003
841851,July 15th 2013,July,15th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.72487121,42.2451196
845360,July 15th 2013,July,15th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.74831484,42.28489892
846776,July 15th 2013,July,15th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.74673885,42.2950276
846777,July 15th 2013,July,15th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.73913887,42.23696982
846778,July 15th 2013,July,15th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.69752945,42.24511239
846791,July 15th 2013,July,15th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.74973609,42.28130235
846817,July 15th 2013,July,15th,2013,5:00 Pm -  6:00 Pm,Rain,2 Units,-83.69572427,42.25673269
843634,July 16th 2013,July,16th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.71220659,42.23410787
846786,July 16th 2013,July,16th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.75020619,42.2639321
846787,July 16th 2013,July,16th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.7396562,42.29365753
846788,July 16th 2013,July,16th,2013,7:00 Pm -  8:00 Pm,Clear,1 Unit,-83.7409297,42.30221741
846789,July 16th 2013,July,16th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.69196884,42.30526317
846790,July 16th 2013,July,16th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.69516491,42.25660529
846814,July 16th 2013,July,16th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.70081609,42.25779103
846822,July 16th 2013,July,16th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.75808855,42.28173456
837171,July 17th 2013,July,17th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.72799815,42.27242393
837172,July 17th 2013,July,17th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.73304753,42.27361207
841850,July 17th 2013,July,17th,2013,7:00 Pm -  8:00 Pm,Cloudy,2 Units,-83.69585572,42.25676012
846784,July 17th 2013,July,17th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.77604844,42.28093201
846785,July 17th 2013,July,17th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74751424,42.27617484
846794,July 17th 2013,July,17th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.78016906,42.27685841
846797,July 17th 2013,July,17th,2013,10:00 Pm - 11:00 Pm,Clear,2 Units,-83.74293482,42.28387116
846798,July 17th 2013,July,17th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.71908688,42.28737217
846820,July 17th 2013,July,17th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.73935529,42.24378804
846821,July 17th 2013,July,17th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.7296807,42.26358995
842681,July 18th 2013,July,18th,2013,9:00 Am - 10:00 Am,Clear,2 Units,-83.7586316,42.28162358
846792,July 18th 2013,July,18th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74733523,42.28854206
846793,July 18th 2013,July,18th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.70434271,42.30301235
846795,July 18th 2013,July,18th,2013,7:00 Am -  8:00 Am,Clear,1 Unit,-83.70131035,42.31648943
846799,July 18th 2013,July,18th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.7494531,42.28145325
846800,July 18th 2013,July,18th,2013,6:00 Pm -  7:00 Pm,Cloudy,2 Units,-83.74378906,42.28126847
846801,July 18th 2013,July,18th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.72559089,42.2547495
846802,July 18th 2013,July,18th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.70722951,42.30266299
846804,July 18th 2013,July,18th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.77639952,42.27366504
846805,July 18th 2013,July,18th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73821177,42.27428617
846806,July 18th 2013,July,18th,2013,12:00 Noon -  1:00 Pm,Clear,2 Units,-83.74615483,42.27842519
846807,July 18th 2013,July,18th,2013,11:00 Am - 12:00 Noon,Clear,1 Unit,-83.70002029,42.24016394
846810,July 18th 2013,July,18th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.7499873,42.27622303
846811,July 18th 2013,July,18th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.76322982,42.28186514
830473,July 19th 2013,July,19th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.75387781,42.27598895
841837,July 19th 2013,July,19th,2013,8:00 Pm -  9:00 Pm,Cloudy,2 Units,-83.75017255,42.26200359
841852,July 19th 2013,July,19th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.69085741,42.2558119
841853,July 19th 2013,July,19th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.75861399,42.28080212
843633,July 19th 2013,July,19th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.75192221,42.28059894
844298,July 19th 2013,July,19th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.74528789,42.30288265
845359,July 19th 2013,July,19th,2013,11:00 Am - 12:00 Noon,Clear,1 Unit,-83.70128806,42.28356268
845361,July 19th 2013,July,19th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.70186506,42.25057335
845362,July 19th 2013,July,19th,2013,12:00 Noon -  1:00 Pm,Clear,3 Units,-83.70551393,42.28780087
846808,July 19th 2013,July,19th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.70415365,42.30261181
846809,July 19th 2013,July,19th,2013,8:00 Am -  9:00 Am,Other / Unknown,2 Units,-83.72601075,42.2732342
848886,July 19th 2013,July,19th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.73621819,42.27862188
830214,July 20th 2013,July,20th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.68765241,42.31387112
841849,July 20th 2013,July,20th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.719822,42.24404487
843631,July 20th 2013,July,20th,2013,7:00 Pm -  8:00 Pm,Clear,1 Unit,-83.73784662,42.2749692
843632,July 20th 2013,July,20th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74388663,42.28127106
844498,July 20th 2013,July,20th,2013,8:00 Pm -  9:00 Pm,Clear,2 Units,-83.73122328,42.26177731
844499,July 20th 2013,July,20th,2013,7:00 Am -  8:00 Am,Clear,1 Unit,-83.73578741,42.28878419
856149,July 20th 2013,July,20th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.74549902,42.30285851
838802,July 21st 2013,July,21st,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.73932456,42.24688861
843626,July 21st 2013,July,21st,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.70813775,42.30251472
843629,July 21st 2013,July,21st,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.73927667,42.24378889
843630,July 21st 2013,July,21st,2013,12:00 Midnight -  1:00 Am,Clear,2 Units,-83.74411886,42.27417285
841848,July 22nd 2013,July,22nd,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.74035675,42.24377713
842677,July 22nd 2013,July,22nd,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.75845893,42.28174727
842678,July 22nd 2013,July,22nd,2013,3:00 Pm -  4:00 Pm,Clear,3 Units,-83.75014659,42.27019075
842679,July 22nd 2013,July,22nd,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.70760607,42.31702205
842680,July 22nd 2013,July,22nd,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.75014659,42.27019075
842682,July 22nd 2013,July,22nd,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.69885754,42.24510044
855209,July 22nd 2013,July,22nd,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.69720505,42.2310984
841835,July 23rd 2013,July,23rd,2013,5:00 Pm -  6:00 Pm,Clear,3 Units,-83.70510902,42.24492525
841836,July 23rd 2013,July,23rd,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.74634608,42.29796615
841843,July 23rd 2013,July,23rd,2013,5:00 Pm -  6:00 Pm,Cloudy,2 Units,-83.74636592,42.29855029
841844,July 23rd 2013,July,23rd,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.74027737,42.28651085
841845,July 23rd 2013,July,23rd,2013,2:00 Pm -  3:00 Pm,Cloudy,2 Units,-83.73906656,42.2341301
841846,July 23rd 2013,July,23rd,2013,2:00 Pm -  3:00 Pm,Cloudy,1 Unit,-83.73722255,42.26776493
841847,July 23rd 2013,July,23rd,2013,8:00 Am -  9:00 Am,Cloudy,2 Units,-83.73440845,42.26960249
842673,July 23rd 2013,July,23rd,2013,10:00 Am - 11:00 Am,Cloudy,2 Units,-83.74718555,42.28232307
842674,July 23rd 2013,July,23rd,2013,10:00 Am - 11:00 Am,Cloudy,2 Units,-83.73472747,42.24416832
842675,July 23rd 2013,July,23rd,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.74717365,42.2891443
842676,July 23rd 2013,July,23rd,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.74973586,42.27178297
854282,July 23rd 2013,July,23rd,2013,9:00 Am - 10:00 Am,Cloudy,2 Units,-83.73524383,42.23714795
836077,July 24th 2013,July,24th,2013,1:00 Am -  2:00 Am,Clear,1 Unit,-83.72300913,42.29296746
837177,July 24th 2013,July,24th,2013,8:00 Am -  9:00 Am,Clear,1 Unit,-83.69244284,42.24520528
840989,July 24th 2013,July,24th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.73924008,42.23235256
841833,July 24th 2013,July,24th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.7408094,42.2796321
841834,July 24th 2013,July,24th,2013,12:00 Noon -  1:00 Pm,Clear,3 Units,-83.77088292,42.26757325
841840,July 24th 2013,July,24th,2013,6:00 Pm -  7:00 Pm,Clear,3 Units,-83.72990142,42.26085158
841841,July 24th 2013,July,24th,2013,6:00 Pm -  7:00 Pm,Clear,3 Units,-83.78039601,42.28055833
841842,July 24th 2013,July,24th,2013,6:00 Am -  7:00 Am,Clear,2 Units,-83.73175459,42.28650316
849280,July 24th 2013,July,24th,2013,10:00 Pm - 11:00 Pm,Clear,1 Unit,-83.74500394,42.30326469
852779,July 24th 2013,July,24th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.76195699,42.24456098
832609,July 25th 2013,July,25th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.79037589,42.28341147
835107,July 25th 2013,July,25th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.73928133,42.24542099
839044,July 25th 2013,July,25th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.73314517,42.28230965
839626,July 25th 2013,July,25th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.7795993,42.28051865
840985,July 25th 2013,July,25th,2013,2:00 Pm -  3:00 Pm,Clear,2 Units,-83.70599729,42.250114
840986,July 25th 2013,July,25th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.70903164,42.25901414
840987,July 25th 2013,July,25th,2013,10:00 Am - 11:00 Am,Clear,2 Units,-83.7478272,42.26943595
840988,July 25th 2013,July,25th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.75907904,42.26397086
841839,July 25th 2013,July,25th,2013,9:00 Am - 10:00 Am,Clear,1 Unit,-83.75233604,42.28374449
844297,July 25th 2013,July,25th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74914285,42.29902695
852783,July 25th 2013,July,25th,2013,6:00 Pm -  7:00 Pm,Clear,3 Units,-83.7516568,42.23764277
837164,July 26th 2013,July,26th,2013,2:00 Pm -  3:00 Pm,Clear,3 Units,-83.71371026,42.28756088
837191,July 26th 2013,July,26th,2013,4:00 Pm -  5:00 Pm,Clear,2 Units,-83.68724059,42.30657876
840635,July 26th 2013,July,26th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.70395867,42.30261639
840636,July 26th 2013,July,26th,2013,8:00 Am -  9:00 Am,Clear,2 Units,-83.74868165,42.2795916
840637,July 26th 2013,July,26th,2013,11:00 Pm - 12:00 Midnight,Cloudy,2 Units,-83.74830278,42.2832608
840638,July 26th 2013,July,26th,2013,5:00 Pm -  6:00 Pm,Clear,2 Units,-83.75154816,42.28058576
840984,July 26th 2013,July,26th,2013,1:00 Am -  2:00 Am,Clear,1 Unit,-83.72850743,42.2751071
837167,July 27th 2013,July,27th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.78084045,42.29478368
838147,July 27th 2013,July,27th,2013,4:00 Am -  5:00 Am,Clear,2 Units,-83.75085251,42.28243626
838800,July 27th 2013,July,27th,2013,4:00 Pm -  5:00 Pm,Cloudy,2 Units,-83.72969269,42.24434535
839625,July 27th 2013,July,27th,2013,3:00 Pm -  4:00 Pm,Rain,1 Unit,-83.73365299,42.28119314
839627,July 27th 2013,July,27th,2013,7:00 Pm -  8:00 Pm,Rain,1 Unit,-83.70375579,42.28916316
839628,July 27th 2013,July,27th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74610016,42.27951067
846215,July 27th 2013,July,27th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.74525288,42.30293689
832581,July 28th 2013,July,28th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.73914079,42.23676679
835831,July 28th 2013,July,28th,2013,3:00 Am -  4:00 Am,Clear,2 Units,-83.69516491,42.25660529
837178,July 28th 2013,July,28th,2013,2:00 Pm -  3:00 Pm,Cloudy,1 Unit,-83.76561862,42.2888763
838144,July 28th 2013,July,28th,2013,6:00 Pm -  7:00 Pm,Cloudy,2 Units,-83.70714007,42.23014929
838145,July 28th 2013,July,28th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.7275915,42.26084495
817021,July 29th 2013,July,29th,2013,7:00 Pm -  8:00 Pm,Clear,2 Units,-83.69914377,42.30329325
834516,July 29th 2013,July,29th,2013,5:00 Pm -  6:00 Pm,Clear,1 Unit,-83.72047032,42.22978023
837174,July 29th 2013,July,29th,2013,3:00 Pm -  4:00 Pm,Cloudy,2 Units,-83.7769134,42.25764972
837175,July 29th 2013,July,29th,2013,1:00 Pm -  2:00 Pm,Clear,2 Units,-83.74849984,42.28115383
837176,July 29th 2013,July,29th,2013,11:00 Am - 12:00 Noon,Cloudy,2 Units,-83.74691591,42.28485597
838146,July 29th 2013,July,29th,2013,6:00 Pm -  7:00 Pm,Clear,2 Units,-83.74110398,42.28028953
834515,July 30th 2013,July,30th,2013,11:00 Am - 12:00 Noon,Clear,2 Units,-83.73923588,42.24373087
835106,July 30th 2013,July,30th,2013,3:00 Pm -  4:00 Pm,Clear,2 Units,-83.72797033,42.27240376
